Report_Type,Date_or_Range,Year,Month,Day_of_Week,Daily_Sales_Price_Per_Unit,Sales_Per_Unit_Q1,Monthly_Avg_Unit_Sales_Price,Daily_Revenue,Daily_Gross_Profit,Daily_Gross_Profit_Percentage,Daily_Cost_Per_Unit,Gross_Profit_Per_Unit,Final_PED,Performance_Conclusion,Total_Cost_of_Sales,Total_Sales,Total_Quantity_Sold
PED Summary,2014-08-26 to 2014-09-08,-,-,-,-,-,-,-,-,-,-,-,-10.57,WORSE/SAME,-,-,-
PED Summary,2015-09-25 to 2015-10-06,-,-,-,-,-,-,-,-,-,-,-,-6.24,WORSE/SAME,-,-,-
PED Summary,2016-06-21 to 2016-07-02,-,-,-,-,-,-,-,-,-,-,-,-6.42,WORSE/SAME,-,-,-
Grand Totals,All Dates,-,-,-,-,-,-,-,-,-,-,-,-,-,194026108,186909825,5279872
Daily Detail,2/1/2015,2015,2,Sun,41.17,41,38.37,171470,-3182,-1.86,41.93,-0.76,-,-,-,-,-
Daily Detail,2/2/2015,2015,2,Mon,41.18,41,38.37,151737,-2412,-1.59,41.83,-0.65,-,-,-,-,-
Daily Detail,2/3/2015,2015,2,Tue,41.17,41,38.37,102072,-1563,-1.53,41.81,-0.63,-,-,-,-,-
Daily Detail,2/4/2015,2015,2,Wed,41.15,41,38.37,82514,-718,-0.87,41.51,-0.36,-,-,-,-,-
Daily Detail,2/5/2015,2015,2,Thu,41.19,41,38.37,46211,-196,-0.42,41.36,-0.17,-,-,-,-,-
Daily Detail,2/6/2015,2015,2,Fri,41.18,41,38.37,85730,-36,-0.04,41.19,-0.02,-,-,-,-,-
Daily Detail,2/7/2015,2015,2,Sat,41.17,41,38.37,105918,255,0.24,41.07,0.1,-,-,-,-,-
Daily Detail,2/8/2015,2015,2,Sun,41.17,41,38.37,73042,-4,-0.01,41.18,0,-,-,-,-,-
Daily Detail,2/9/2015,2015,2,Mon,41.17,41,38.37,97909,811,0.83,40.83,0.34,-,-,-,-,-
Daily Detail,2/10/2015,2015,2,Tue,37.71,38,38.37,138667,-9856,-7.11,40.39,-2.68,-,-,-,-,-
Daily Detail,2/11/2015,2015,2,Wed,37.72,38,38.37,162162,-11500,-7.09,40.4,-2.68,-,-,-,-,-
Daily Detail,2/12/2015,2015,2,Thu,37.7,38,38.37,138520,-9236,-6.67,40.22,-2.51,-,-,-,-,-
Daily Detail,2/13/2015,2015,2,Fri,37.73,38,38.37,358597,-23850,-6.65,40.24,-2.51,-,-,-,-,-
Daily Detail,2/14/2015,2015,2,Sat,37.73,38,38.37,424010,-27538,-6.49,40.18,-2.45,-,-,-,-,-
Daily Detail,2/15/2015,2015,2,Sun,37.71,38,38.37,203861,-13205,-6.48,40.15,-2.44,-,-,-,-,-
Daily Detail,2/16/2015,2015,2,Mon,37.72,38,38.37,220506,-14217,-6.45,40.15,-2.43,-,-,-,-,-
Daily Detail,2/17/2015,2015,2,Tue,37.69,38,38.37,139936,-8762,-6.26,40.05,-2.36,-,-,-,-,-
Daily Detail,2/18/2015,2015,2,Wed,37.72,38,38.37,161065,-9674,-6.01,39.99,-2.27,-,-,-,-,-
Daily Detail,2/19/2015,2015,2,Thu,37.71,38,38.37,144329,-8495,-5.89,39.93,-2.22,-,-,-,-,-
Daily Detail,2/20/2015,2015,2,Fri,37.72,38,38.37,293072,-17168,-5.86,39.93,-2.21,-,-,-,-,-
Daily Detail,2/21/2015,2015,2,Sat,37.71,38,38.37,267782,-15648,-5.84,39.91,-2.2,-,-,-,-,-
Daily Detail,2/22/2015,2015,2,Sun,37.71,38,38.37,136053,-7967,-5.86,39.92,-2.21,-,-,-,-,-
Daily Detail,2/23/2015,2015,2,Mon,40.33,40,38.37,86703,972,1.12,39.87,0.45,-,-,-,-,-
Daily Detail,2/24/2015,2015,2,Tue,37.74,38,38.37,95474,-5394,-5.65,39.87,-2.13,-,-,-,-,-
Daily Detail,2/25/2015,2015,2,Wed,37.77,38,38.37,198432,-11068,-5.58,39.88,-2.11,-,-,-,-,-
Daily Detail,2/26/2015,2015,2,Thu,37.71,38,38.37,157292,-9013,-5.73,39.87,-2.16,-,-,-,-,-
Daily Detail,2/27/2015,2015,2,Fri,37.71,38,38.37,307541,-17456,-5.68,39.85,-2.14,-,-,-,-,-
Daily Detail,2/28/2015,2015,2,Sat,37.75,38,38.37,350899,-24132,-6.88,40.34,-2.6,-,-,-,-,-
Daily Detail,3/1/2015,2015,3,Sun,37.73,38,38.55,256702,-19867,-7.74,40.65,-2.92,-,-,-,-,-
Daily Detail,3/2/2015,2015,3,Mon,37.73,38,38.55,234706,-18004,-7.67,40.62,-2.89,-,-,-,-,-
Daily Detail,3/3/2015,2015,3,Tue,37.72,38,38.55,249381,-19381,-7.77,40.65,-2.93,-,-,-,-,-
Daily Detail,3/4/2015,2015,3,Wed,37.73,38,38.55,258211,-20615,-7.98,40.75,-3.01,-,-,-,-,-
Daily Detail,3/5/2015,2015,3,Thu,37.84,38,38.55,145976,-11602,-7.95,40.84,-3.01,-,-,-,-,-
Daily Detail,3/6/2015,2015,3,Fri,37.77,38,38.55,269240,-22125,-8.22,40.88,-3.1,-,-,-,-,-
Daily Detail,3/7/2015,2015,3,Sat,37.77,38,38.55,306920,-25322,-8.25,40.88,-3.12,-,-,-,-,-
Daily Detail,3/8/2015,2015,3,Sun,41.17,41,38.55,122107,712,0.58,40.93,0.24,-,-,-,-,-
Daily Detail,3/9/2015,2015,3,Mon,41.17,41,38.55,117661,800,0.68,40.89,0.28,-,-,-,-,-
Daily Detail,3/10/2015,2015,3,Tue,41.17,41,38.55,62500,426,0.68,40.89,0.28,-,-,-,-,-
Daily Detail,3/11/2015,2015,3,Wed,41.17,41,38.55,57064,426,0.75,40.86,0.31,-,-,-,-,-
Daily Detail,3/12/2015,2015,3,Thu,41.17,41,38.55,48008,326,0.68,40.89,0.28,-,-,-,-,-
Daily Detail,3/13/2015,2015,3,Fri,41.17,41,38.55,117447,766,0.65,40.9,0.27,-,-,-,-,-
Daily Detail,3/14/2015,2015,3,Sat,41.18,41,38.55,150592,1018,0.68,40.9,0.28,-,-,-,-,-
Daily Detail,3/15/2015,2015,3,Sun,41.17,41,38.55,67152,349,0.52,40.96,0.21,-,-,-,-,-
Daily Detail,3/16/2015,2015,3,Mon,41.16,41,38.55,80635,514,0.64,40.9,0.26,-,-,-,-,-
Daily Detail,3/17/2015,2015,3,Tue,41.2,41,38.55,50670,361,0.71,40.9,0.29,-,-,-,-,-
Daily Detail,3/18/2015,2015,3,Wed,41.16,41,38.55,48649,287,0.59,40.92,0.24,-,-,-,-,-
Daily Detail,3/19/2015,2015,3,Thu,41.16,41,38.55,43213,232,0.54,40.93,0.22,-,-,-,-,-
Daily Detail,3/20/2015,2015,3,Fri,41.17,41,38.55,96881,428,0.44,40.99,0.18,-,-,-,-,-
Daily Detail,3/21/2015,2015,3,Sat,41.18,41,38.55,121361,532,0.44,41,0.18,-,-,-,-,-
Daily Detail,3/22/2015,2015,3,Sun,41.18,41,38.55,66954,198,0.3,41.06,0.12,-,-,-,-,-
Daily Detail,3/23/2015,2015,3,Mon,41.16,41,38.55,81342,210,0.26,41.06,0.11,-,-,-,-,-
Daily Detail,3/24/2015,2015,3,Tue,37.76,38,38.55,125061,-11314,-9.05,41.18,-3.42,-,-,-,-,-
Daily Detail,3/25/2015,2015,3,Wed,37.77,38,38.55,253219,-22976,-9.07,41.2,-3.43,-,-,-,-,-
Daily Detail,3/26/2015,2015,3,Thu,37.71,38,38.55,229184,-21177,-9.24,41.2,-3.48,-,-,-,-,-
Daily Detail,3/27/2015,2015,3,Fri,37.74,38,38.55,354191,-32274,-9.11,41.17,-3.44,-,-,-,-,-
Daily Detail,3/28/2015,2015,3,Sat,37.72,38,38.55,459485,-41878,-9.11,41.16,-3.44,-,-,-,-,-
Daily Detail,3/29/2015,2015,3,Sun,37.75,38,38.55,224103,-20257,-9.04,41.16,-3.41,-,-,-,-,-
Daily Detail,3/30/2015,2015,3,Mon,37.72,38,38.55,215204,-19615,-9.11,41.15,-3.44,-,-,-,-,-
Daily Detail,3/31/2015,2015,3,Tue,37.74,38,38.55,355535,-31454,-8.85,41.08,-3.34,-,-,-,-,-
Daily Detail,4/1/2015,2015,4,Wed,37.77,38,38.8,498894,-43590,-8.74,41.08,-3.3,-,-,-,-,-
Daily Detail,4/2/2015,2015,4,Thu,37.76,38,38.8,715032,-62490,-8.74,41.06,-3.3,-,-,-,-,-
Daily Detail,4/3/2015,2015,4,Fri,37.79,38,38.8,510289,-43871,-8.6,41.04,-3.25,-,-,-,-,-
Daily Detail,4/4/2015,2015,4,Sat,37.76,38,38.8,400302,-34571,-8.64,41.03,-3.26,-,-,-,-,-
Daily Detail,4/5/2015,2015,4,Sun,37.75,38,38.8,135578,-11758,-8.67,41.03,-3.27,-,-,-,-,-
Daily Detail,4/6/2015,2015,4,Mon,37.73,38,38.8,182466,-15939,-8.74,41.03,-3.3,-,-,-,-,-
Daily Detail,4/7/2015,2015,4,Tue,40.67,41,38.8,176814,-1576,-0.89,41.03,-0.36,-,-,-,-,-
Daily Detail,4/8/2015,2015,4,Wed,41.17,41,38.8,100918,339,0.34,41.04,0.14,-,-,-,-,-
Daily Detail,4/9/2015,2015,4,Thu,41.17,41,38.8,74691,263,0.35,41.03,0.14,-,-,-,-,-
Daily Detail,4/10/2015,2015,4,Fri,41.18,41,38.8,114067,413,0.36,41.03,0.15,-,-,-,-,-
Daily Detail,4/11/2015,2015,4,Sat,41.18,41,38.8,126508,464,0.37,41.03,0.15,-,-,-,-,-
Daily Detail,4/12/2015,2015,4,Sun,41.18,41,38.8,79649,300,0.38,41.03,0.16,-,-,-,-,-
Daily Detail,4/13/2015,2015,4,Mon,41.18,41,38.8,83137,437,0.53,40.96,0.22,-,-,-,-,-
Daily Detail,4/14/2015,2015,4,Tue,41.65,42,38.8,40776,836,2.05,40.8,0.85,-,-,-,-,-
Daily Detail,4/15/2015,2015,4,Wed,41.69,42,38.8,58278,1308,2.24,40.75,0.94,-,-,-,-,-
Daily Detail,4/16/2015,2015,4,Thu,41.74,42,38.8,50000,1172,2.34,40.76,0.98,-,-,-,-,-
Daily Detail,4/17/2015,2015,4,Fri,41.82,42,38.8,103912,2503,2.41,40.81,1.01,-,-,-,-,-
Daily Detail,4/18/2015,2015,4,Sat,41.88,42,38.8,132843,3297,2.48,40.84,1.04,-,-,-,-,-
Daily Detail,4/19/2015,2015,4,Sun,41.94,42,38.8,62787,1574,2.51,40.89,1.05,-,-,-,-,-
Daily Detail,4/20/2015,2015,4,Mon,41.93,42,38.8,57233,1526,2.67,40.81,1.12,-,-,-,-,-
Daily Detail,4/21/2015,2015,4,Tue,42.04,42,38.8,56874,1702,2.99,40.78,1.26,-,-,-,-,-
Daily Detail,4/22/2015,2015,4,Wed,38.6,39,38.8,132738,-7526,-5.67,40.79,-2.19,-,-,-,-,-
Daily Detail,4/23/2015,2015,4,Thu,42.06,42,38.8,60310,1864,3.09,40.76,1.3,-,-,-,-,-
Daily Detail,4/24/2015,2015,4,Fri,38.64,39,38.8,343587,-18804,-5.47,40.75,-2.11,-,-,-,-,-
Daily Detail,4/25/2015,2015,4,Sat,37.8,38,38.8,496882,-38424,-7.73,40.73,-2.92,-,-,-,-,-
Daily Detail,4/26/2015,2015,4,Sun,38.69,39,38.8,200370,-10595,-5.29,40.73,-2.05,-,-,-,-,-
Daily Detail,4/27/2015,2015,4,Mon,38.7,39,38.8,194028,-10025,-5.17,40.7,-2,-,-,-,-,-
Daily Detail,4/28/2015,2015,4,Tue,38.61,39,38.8,190561,-10243,-5.38,40.68,-2.08,-,-,-,-,-
Daily Detail,4/29/2015,2015,4,Wed,38.64,39,38.8,198985,-10499,-5.28,40.68,-2.04,-,-,-,-,-
Daily Detail,4/30/2015,2015,4,Thu,38.6,39,38.8,385483,-20769,-5.39,40.68,-2.08,-,-,-,-,-
Daily Detail,5/1/2015,2015,5,Fri,38.63,39,37.98,499703,-26504,-5.3,40.67,-2.05,-,-,-,-,-
Daily Detail,5/2/2015,2015,5,Sat,37.79,38,37.98,461667,-35186,-7.62,40.67,-2.88,-,-,-,-,-
Daily Detail,5/3/2015,2015,5,Sun,38.62,39,37.98,259542,-13738,-5.29,40.66,-2.04,-,-,-,-,-
Daily Detail,5/4/2015,2015,5,Mon,38.67,39,37.98,320309,-16434,-5.13,40.65,-1.98,-,-,-,-,-
Daily Detail,5/5/2015,2015,5,Tue,38.75,39,37.98,239923,-11778,-4.91,40.66,-1.9,-,-,-,-,-
Daily Detail,5/6/2015,2015,5,Wed,37.76,38,37.98,224994,-17266,-7.67,40.65,-2.9,-,-,-,-,-
Daily Detail,5/7/2015,2015,5,Thu,41.15,41,37.98,117198,1429,1.22,40.65,0.5,-,-,-,-,-
Daily Detail,5/8/2015,2015,5,Fri,37.79,38,37.98,330589,-24976,-7.56,40.65,-2.86,-,-,-,-,-
Daily Detail,5/9/2015,2015,5,Sat,37.76,38,37.98,389972,-29855,-7.66,40.65,-2.89,-,-,-,-,-
Daily Detail,5/10/2015,2015,5,Sun,37.76,38,37.98,166536,-12707,-7.63,40.64,-2.88,-,-,-,-,-
Daily Detail,5/11/2015,2015,5,Mon,37.75,38,37.98,198443,-15233,-7.68,40.65,-2.9,-,-,-,-,-
Daily Detail,5/12/2015,2015,5,Tue,37.75,38,37.98,193182,-14857,-7.69,40.65,-2.9,-,-,-,-,-
Daily Detail,5/13/2015,2015,5,Wed,37.73,38,37.98,166403,-12819,-7.7,40.64,-2.91,-,-,-,-,-
Daily Detail,5/14/2015,2015,5,Thu,37.75,38,37.98,149179,-11441,-7.67,40.64,-2.89,-,-,-,-,-
Daily Detail,5/15/2015,2015,5,Fri,37.74,38,37.98,380593,-29219,-7.68,40.64,-2.9,-,-,-,-,-
Daily Detail,5/16/2015,2015,5,Sat,37.73,38,37.98,413700,-31870,-7.7,40.64,-2.91,-,-,-,-,-
Daily Detail,5/17/2015,2015,5,Sun,37.73,38,37.98,177160,-13652,-7.71,40.64,-2.91,-,-,-,-,-
Daily Detail,5/18/2015,2015,5,Mon,37.74,38,37.98,196421,-15090,-7.68,40.64,-2.9,-,-,-,-,-
Daily Detail,5/19/2015,2015,5,Tue,37.92,38,37.98,137941,-9905,-7.18,40.64,-2.72,-,-,-,-,-
Daily Detail,5/20/2015,2015,5,Wed,37.82,38,37.98,166176,-12392,-7.46,40.64,-2.82,-,-,-,-,-
Daily Detail,5/21/2015,2015,5,Thu,42.05,42,37.98,84604,2841,3.36,40.64,1.41,-,-,-,-,-
Daily Detail,5/22/2015,2015,5,Fri,37.75,38,37.98,321821,-24667,-7.66,40.64,-2.89,-,-,-,-,-
Daily Detail,5/23/2015,2015,5,Sat,37.74,38,37.98,418715,-32221,-7.7,40.64,-2.9,-,-,-,-,-
Daily Detail,5/24/2015,2015,5,Sun,37.77,38,37.98,169541,-12878,-7.6,40.64,-2.87,-,-,-,-,-
Daily Detail,5/25/2015,2015,5,Mon,37.74,38,37.98,256435,-19739,-7.7,40.64,-2.9,-,-,-,-,-
Daily Detail,5/26/2015,2015,5,Tue,37.74,38,37.98,199386,-15334,-7.69,40.64,-2.9,-,-,-,-,-
Daily Detail,5/27/2015,2015,5,Wed,37.74,38,37.98,243554,-18697,-7.68,40.64,-2.9,-,-,-,-,-
Daily Detail,5/28/2015,2015,5,Thu,37.74,38,37.98,217746,-16737,-7.69,40.64,-2.9,-,-,-,-,-
Daily Detail,5/29/2015,2015,5,Fri,37.75,38,37.98,472161,-36104,-7.65,40.64,-2.89,-,-,-,-,-
Daily Detail,5/30/2015,2015,5,Sat,37.73,38,37.98,546135,-42115,-7.71,40.64,-2.91,-,-,-,-,-
Daily Detail,5/31/2015,2015,5,Sun,37.76,38,37.98,264637,-20192,-7.63,40.64,-2.88,-,-,-,-,-
Daily Detail,6/1/2015,2015,6,Mon,37.72,38,39.04,440906,-34061,-7.73,40.64,-2.91,-,-,-,-,-
Daily Detail,6/2/2015,2015,6,Tue,37.72,38,39.04,334319,-25850,-7.73,40.64,-2.92,-,-,-,-,-
Daily Detail,6/3/2015,2015,6,Wed,37.75,38,39.04,269836,-20656,-7.66,40.64,-2.89,-,-,-,-,-
Daily Detail,6/4/2015,2015,6,Thu,37.77,38,39.04,201146,-15283,-7.6,40.64,-2.87,-,-,-,-,-
Daily Detail,6/5/2015,2015,6,Fri,37.74,38,39.04,293461,-22477,-7.66,40.64,-2.89,-,-,-,-,-
Daily Detail,6/6/2015,2015,6,Sat,37.75,38,39.04,349413,-26682,-7.64,40.64,-2.88,-,-,-,-,-
Daily Detail,6/7/2015,2015,6,Sun,37.75,38,39.04,179603,-13746,-7.65,40.64,-2.89,-,-,-,-,-
Daily Detail,6/8/2015,2015,6,Mon,42.02,42,39.04,109811,3645,3.32,40.63,1.39,-,-,-,-,-
Daily Detail,6/9/2015,2015,6,Tue,42.05,42,39.04,76957,2744,3.57,40.55,1.5,-,-,-,-,-
Daily Detail,6/10/2015,2015,6,Wed,42.03,42,39.04,71200,2531,3.55,40.54,1.49,-,-,-,-,-
Daily Detail,6/11/2015,2015,6,Thu,42.01,42,39.04,68988,2449,3.55,40.52,1.49,-,-,-,-,-
Daily Detail,6/12/2015,2015,6,Fri,42.05,42,39.04,155157,5734,3.7,40.49,1.55,-,-,-,-,-
Daily Detail,6/13/2015,2015,6,Sat,42.03,42,39.04,185110,6763,3.65,40.5,1.54,-,-,-,-,-
Daily Detail,6/14/2015,2015,6,Sun,42.06,42,39.04,83780,3120,3.72,40.49,1.57,-,-,-,-,-
Daily Detail,6/15/2015,2015,6,Mon,42.03,42,39.04,149502,5539,3.7,40.47,1.56,-,-,-,-,-
Daily Detail,6/16/2015,2015,6,Tue,41.95,42,39.04,100477,3667,3.65,40.42,1.53,-,-,-,-,-
Daily Detail,6/17/2015,2015,6,Wed,42.02,42,39.04,89073,3434,3.86,40.4,1.62,-,-,-,-,-
Daily Detail,6/18/2015,2015,6,Thu,42,42,39.04,78747,3073,3.9,40.36,1.64,-,-,-,-,-
Daily Detail,6/19/2015,2015,6,Fri,42.04,42,39.04,141913,5895,4.15,40.29,1.75,-,-,-,-,-
Daily Detail,6/20/2015,2015,6,Sat,42.04,42,39.04,169304,7016,4.14,40.3,1.74,-,-,-,-,-
Daily Detail,6/21/2015,2015,6,Sun,42.06,42,39.04,89512,3730,4.17,40.31,1.75,-,-,-,-,-
Daily Detail,6/22/2015,2015,6,Mon,42.03,42,39.04,85984,3557,4.14,40.29,1.74,-,-,-,-,-
Daily Detail,6/23/2015,2015,6,Tue,42.02,42,39.04,64956,2786,4.29,40.21,1.8,-,-,-,-,-
Daily Detail,6/24/2015,2015,6,Wed,37.78,38,39.04,106613,-6815,-6.39,40.19,-2.41,-,-,-,-,-
Daily Detail,6/25/2015,2015,6,Thu,37.79,38,39.04,183844,-11522,-6.27,40.16,-2.37,-,-,-,-,-
Daily Detail,6/26/2015,2015,6,Fri,37.82,38,39.04,319580,-19662,-6.15,40.15,-2.33,-,-,-,-,-
Daily Detail,6/27/2015,2015,6,Sat,37.79,38,39.04,369246,-22772,-6.17,40.12,-2.33,-,-,-,-,-
Daily Detail,6/28/2015,2015,6,Sun,37.78,38,39.04,185648,-11447,-6.17,40.11,-2.33,-,-,-,-,-
Daily Detail,6/29/2015,2015,6,Mon,37.76,38,39.04,165558,-10313,-6.23,40.11,-2.35,-,-,-,-,-
Daily Detail,6/30/2015,2015,6,Tue,37.76,38,39.04,212465,-13214,-6.22,40.11,-2.35,-,-,-,-,-
Daily Detail,7/1/2015,2015,7,Wed,37.75,38,38.47,305232,-19017,-6.23,40.1,-2.35,-,-,-,-,-
Daily Detail,7/2/2015,2015,7,Thu,37.73,38,38.47,250482,-15580,-6.22,40.08,-2.35,-,-,-,-,-
Daily Detail,7/3/2015,2015,7,Fri,37.78,38,38.47,268410,-16183,-6.03,40.06,-2.28,-,-,-,-,-
Daily Detail,7/4/2015,2015,7,Sat,37.82,38,38.47,316365,-18660,-5.9,40.06,-2.23,-,-,-,-,-
Daily Detail,7/5/2015,2015,7,Sun,37.84,38,38.47,156873,-9096,-5.8,40.03,-2.19,-,-,-,-,-
Daily Detail,7/6/2015,2015,7,Mon,37.82,38,38.47,173988,-10201,-5.86,40.03,-2.22,-,-,-,-,-
Daily Detail,7/7/2015,2015,7,Tue,37.78,38,38.47,135754,-8046,-5.93,40.02,-2.24,-,-,-,-,-
Daily Detail,7/8/2015,2015,7,Wed,39.94,40,38.47,84427,-162,-0.19,40.01,-0.08,-,-,-,-,-
Daily Detail,7/9/2015,2015,7,Thu,39.41,39,38.47,70815,-1098,-1.55,40.02,-0.61,-,-,-,-,-
Daily Detail,7/10/2015,2015,7,Fri,39.43,39,38.47,125983,-1902,-1.51,40.03,-0.6,-,-,-,-,-
Daily Detail,7/11/2015,2015,7,Sat,39.6,40,38.47,142378,-1547,-1.09,40.03,-0.43,-,-,-,-,-
Daily Detail,7/12/2015,2015,7,Sun,39.15,39,38.47,57428,-1295,-2.25,40.03,-0.88,-,-,-,-,-
Daily Detail,7/13/2015,2015,7,Mon,39.34,39,38.47,63331,-1359,-2.15,40.18,-0.84,-,-,-,-,-
Daily Detail,7/14/2015,2015,7,Tue,39.21,39,38.47,51241,-1269,-2.48,40.18,-0.97,-,-,-,-,-
Daily Detail,7/15/2015,2015,7,Wed,39.18,39,38.47,80326,-1404,-1.75,39.87,-0.68,-,-,-,-,-
Daily Detail,7/16/2015,2015,7,Thu,38.89,39,38.47,71913,-1850,-2.57,39.89,-1,-,-,-,-,-
Daily Detail,7/17/2015,2015,7,Fri,38.83,39,38.47,119204,-3466,-2.91,39.96,-1.13,-,-,-,-,-
Daily Detail,7/18/2015,2015,7,Sat,38.96,39,38.47,129441,-3052,-2.36,39.88,-0.92,-,-,-,-,-
Daily Detail,7/19/2015,2015,7,Sun,39.18,39,38.47,77646,-1910,-2.46,40.14,-0.96,-,-,-,-,-
Daily Detail,7/20/2015,2015,7,Mon,39.13,39,38.47,69927,-1436,-2.05,39.93,-0.8,-,-,-,-,-
Daily Detail,7/21/2015,2015,7,Tue,38.99,39,38.47,71973,-1879,-2.61,40.01,-1.02,-,-,-,-,-
Daily Detail,7/22/2015,2015,7,Wed,38.8,39,38.47,44305,-1164,-2.63,39.82,-1.02,-,-,-,-,-
Daily Detail,7/23/2015,2015,7,Thu,38.52,39,38.47,66800,-2524,-3.78,39.98,-1.46,-,-,-,-,-
Daily Detail,7/24/2015,2015,7,Fri,38.57,39,38.47,125690,-4738,-3.77,40.02,-1.45,-,-,-,-,-
Daily Detail,7/25/2015,2015,7,Sat,38.81,39,38.47,138625,-4912,-3.54,40.18,-1.38,-,-,-,-,-
Daily Detail,7/26/2015,2015,7,Sun,38.75,39,38.47,81715,-3374,-4.13,40.35,-1.6,-,-,-,-,-
Daily Detail,7/27/2015,2015,7,Mon,38.73,39,38.47,86843,-3400,-3.92,40.25,-1.52,-,-,-,-,-
Daily Detail,7/28/2015,2015,7,Tue,38.65,39,38.47,56977,-2117,-3.72,40.09,-1.44,-,-,-,-,-
Daily Detail,7/29/2015,2015,7,Wed,38.69,39,38.47,53434,-2083,-3.9,40.2,-1.51,-,-,-,-,-
Daily Detail,7/30/2015,2015,7,Thu,38.74,39,38.47,55134,-1931,-3.5,40.1,-1.36,-,-,-,-,-
Daily Detail,7/31/2015,2015,7,Fri,38.78,39,38.47,145034,-4843,-3.34,40.07,-1.29,-,-,-,-,-
Daily Detail,8/1/2015,2015,8,Sat,38.92,39,36.13,173307,-5393,-3.11,40.13,-1.21,-,-,-,-,-
Daily Detail,8/2/2015,2015,8,Sun,39.04,39,36.13,88154,-2675,-3.03,40.23,-1.18,-,-,-,-,-
Daily Detail,8/3/2015,2015,8,Mon,39.12,39,36.13,81142,-1973,-2.43,40.07,-0.95,-,-,-,-,-
Daily Detail,8/4/2015,2015,8,Tue,38.7,39,36.13,77673,-2745,-3.53,40.07,-1.37,-,-,-,-,-
Daily Detail,8/5/2015,2015,8,Wed,38.75,39,36.13,75483,-2541,-3.37,40.05,-1.3,-,-,-,-,-
Daily Detail,8/6/2015,2015,8,Thu,38.69,39,36.13,74355,-2623,-3.53,40.05,-1.36,-,-,-,-,-
Daily Detail,8/7/2015,2015,8,Fri,38.97,39,36.13,120327,-3381,-2.81,40.06,-1.09,-,-,-,-,-
Daily Detail,8/8/2015,2015,8,Sat,38.92,39,36.13,131868,-3853,-2.92,40.06,-1.14,-,-,-,-,-
Daily Detail,8/9/2015,2015,8,Sun,38.84,39,36.13,75504,-2475,-3.28,40.11,-1.27,-,-,-,-,-
Daily Detail,8/10/2015,2015,8,Mon,38.61,39,36.13,69968,-2698,-3.86,40.1,-1.49,-,-,-,-,-
Daily Detail,8/11/2015,2015,8,Tue,38.51,39,36.13,60187,-2351,-3.91,40.01,-1.5,-,-,-,-,-
Daily Detail,8/12/2015,2015,8,Wed,38.17,38,36.13,44699,-2151,-4.81,40.01,-1.84,-,-,-,-,-
Daily Detail,8/13/2015,2015,8,Thu,38.13,38,36.13,39463,-1951,-4.94,40.01,-1.89,-,-,-,-,-
Daily Detail,8/14/2015,2015,8,Fri,38.18,38,36.13,85794,-4105,-4.78,40.01,-1.83,-,-,-,-,-
Daily Detail,8/15/2015,2015,8,Sat,38.23,38,36.13,117288,-5216,-4.45,39.93,-1.7,-,-,-,-,-
Daily Detail,8/16/2015,2015,8,Sun,38.08,38,36.13,71056,-3533,-4.97,39.97,-1.89,-,-,-,-,-
Daily Detail,8/17/2015,2015,8,Mon,38.1,38,36.13,64394,-3111,-4.83,39.94,-1.84,-,-,-,-,-
Daily Detail,8/18/2015,2015,8,Tue,38.14,38,36.13,35166,-1676,-4.77,39.96,-1.82,-,-,-,-,-
Daily Detail,8/19/2015,2015,8,Wed,38.47,38,36.13,23234,-870,-3.74,39.91,-1.44,-,-,-,-,-
Daily Detail,8/20/2015,2015,8,Thu,38.5,38,36.13,24755,-652,-2.63,39.51,-1.01,-,-,-,-,-
Daily Detail,8/21/2015,2015,8,Fri,38.23,38,36.13,76691,-2001,-2.61,39.23,-1,-,-,-,-,-
Daily Detail,8/22/2015,2015,8,Sat,38.19,38,36.13,102231,-2482,-2.43,39.12,-0.93,-,-,-,-,-
Daily Detail,8/23/2015,2015,8,Sun,38.84,39,36.13,56975,-574,-1.01,39.23,-0.39,-,-,-,-,-
Daily Detail,8/24/2015,2015,8,Mon,38.9,39,36.13,59443,-342,-0.58,39.13,-0.22,-,-,-,-,-
Daily Detail,8/25/2015,2015,8,Tue,34.23,34,36.13,217683,-29293,-13.46,38.83,-4.61,-,-,-,-,-
Daily Detail,8/26/2015,2015,8,Wed,34.28,34,36.13,275459,-31633,-11.48,38.22,-3.94,-,-,-,-,-
Daily Detail,8/27/2015,2015,8,Thu,34.27,34,36.13,228732,-24113,-10.54,37.88,-3.61,-,-,-,-,-
Daily Detail,8/28/2015,2015,8,Fri,34.21,34,36.13,387639,-39144,-10.1,37.67,-3.45,-,-,-,-,-
Daily Detail,8/29/2015,2015,8,Sat,34.2,34,36.13,461188,-43390,-9.41,37.42,-3.22,-,-,-,-,-
Daily Detail,8/30/2015,2015,8,Sun,34.2,34,36.13,202250,-17902,-8.85,37.23,-3.03,-,-,-,-,-
Daily Detail,8/31/2015,2015,8,Mon,34.21,34,36.13,332560,-29410,-8.84,37.24,-3.03,-,-,-,-,-
Daily Detail,9/1/2015,2015,9,Tue,34.18,34,34.63,384807,-33295,-8.65,37.14,-2.96,-,-,-,-,-
Daily Detail,9/2/2015,2015,9,Wed,34.23,34,34.63,345776,-28040,-8.11,37,-2.78,-,-,-,-,-
Daily Detail,9/3/2015,2015,9,Thu,34.21,34,34.63,271551,-21793,-8.03,36.95,-2.75,-,-,-,-,-
