Report_Type,Date_or_Range,Year,Month,Day_of_Week,Daily_Sales_Price_Per_Unit,Sales_Per_Unit_Q1,Monthly_Avg_Unit_Sales_Price,Daily_Revenue,Daily_Gross_Profit,Daily_Gross_Profit_Percentage,Daily_Cost_Per_Unit,Gross_Profit_Per_Unit,Final_PED,Performance_Conclusion,Total_Cost_of_Sales,Total_Sales,Total_Quantity_Sold
PED Summary,2014-08-26 to 2014-09-08,-,-,-,-,-,-,-,-,-,-,-,-10.57,WORSE/SAME,-,-,-
PED Summary,2015-09-25 to 2015-10-06,-,-,-,-,-,-,-,-,-,-,-,-6.24,WORSE/SAME,-,-,-
PED Summary,2016-06-21 to 2016-07-02,-,-,-,-,-,-,-,-,-,-,-,-6.42,WORSE/SAME,-,-,-
Grand Totals,All Dates,-,-,-,-,-,-,-,-,-,-,-,-,-,194026108,186909825,5279872
Daily Detail,4/7/2016,2016,4,Thu,35.26,35,34.99,155615,-15977,-10.27,38.88,-3.62,-,-,-,-,-
Daily Detail,4/8/2016,2016,4,Fri,35.24,35,34.99,264087,-27292,-10.33,38.88,-3.64,-,-,-,-,-
Daily Detail,4/9/2016,2016,4,Sat,35.25,35,34.99,272761,-25403,-9.31,38.53,-3.28,-,-,-,-,-
Daily Detail,4/10/2016,2016,4,Sun,35.39,35,34.99,104689,-8920,-8.52,38.41,-3.02,-,-,-,-,-
Daily Detail,4/11/2016,2016,4,Mon,35.33,35,34.99,131171,-10852,-8.27,38.25,-2.92,-,-,-,-,-
Daily Detail,4/12/2016,2016,4,Tue,35.15,35,34.99,123179,-9536,-7.74,37.88,-2.72,-,-,-,-,-
Daily Detail,4/13/2016,2016,4,Wed,35.21,35,34.99,124431,-8458,-6.8,37.6,-2.39,-,-,-,-,-
Daily Detail,4/14/2016,2016,4,Thu,35.25,35,34.99,162167,-10059,-6.2,37.43,-2.19,-,-,-,-,-
Daily Detail,4/15/2016,2016,4,Fri,35.25,35,34.99,354042,-19158,-5.41,37.15,-1.91,-,-,-,-,-
Daily Detail,4/16/2016,2016,4,Sat,35.2,35,34.99,327352,-17987,-5.49,37.13,-1.93,-,-,-,-,-
Daily Detail,4/17/2016,2016,4,Sun,35.23,35,34.99,164809,-10358,-6.28,37.44,-2.21,-,-,-,-,-
Daily Detail,4/18/2016,2016,4,Mon,35.2,35,34.99,151158,-8671,-5.74,37.22,-2.02,-,-,-,-,-
Daily Detail,4/19/2016,2016,4,Tue,35.19,35,34.99,126896,-6830,-5.38,37.08,-1.89,-,-,-,-,-
Daily Detail,4/20/2016,2016,4,Wed,34.39,34,34.99,166395,-12626,-7.59,37,-2.61,-,-,-,-,-
Daily Detail,4/21/2016,2016,4,Thu,34.15,34,34.99,167796,-14689,-8.75,37.14,-2.99,-,-,-,-,-
Daily Detail,4/22/2016,2016,4,Fri,34.19,34,34.99,351146,-28952,-8.25,37.01,-2.82,-,-,-,-,-
Daily Detail,4/23/2016,2016,4,Sat,34.16,34,34.99,420739,-34676,-8.24,36.97,-2.82,-,-,-,-,-
Daily Detail,4/24/2016,2016,4,Sun,34.14,34,34.99,186166,-16225,-8.72,37.12,-2.98,-,-,-,-,-
Daily Detail,4/25/2016,2016,4,Mon,34.11,34,34.99,251450,-21805,-8.67,37.07,-2.96,-,-,-,-,-
Daily Detail,4/26/2016,2016,4,Tue,34.14,34,34.99,280322,-22148,-7.9,36.84,-2.7,-,-,-,-,-
Daily Detail,4/27/2016,2016,4,Wed,34.14,34,34.99,313435,-24496,-7.82,36.8,-2.67,-,-,-,-,-
Daily Detail,4/28/2016,2016,4,Thu,34.22,34,34.99,257325,-19527,-7.59,36.82,-2.6,-,-,-,-,-
Daily Detail,4/29/2016,2016,4,Fri,34.2,34,34.99,455554,-33661,-7.39,36.73,-2.53,-,-,-,-,-
Daily Detail,4/30/2016,2016,4,Sat,34.21,34,34.99,556865,-42061,-7.55,36.8,-2.58,-,-,-,-,-
Daily Detail,5/1/2016,2016,5,Sun,34.16,34,35.34,354856,-25655,-7.23,36.63,-2.47,-,-,-,-,-
Daily Detail,5/2/2016,2016,5,Mon,34.14,34,35.34,283285,-21713,-7.66,36.76,-2.62,-,-,-,-,-
Daily Detail,5/3/2016,2016,5,Tue,34.13,34,35.34,297501,-22285,-7.49,36.69,-2.56,-,-,-,-,-
Daily Detail,5/4/2016,2016,5,Wed,34.19,34,35.34,285968,-19539,-6.83,36.53,-2.34,-,-,-,-,-
Daily Detail,5/5/2016,2016,5,Thu,34.15,34,35.34,237947,-16580,-6.97,36.53,-2.38,-,-,-,-,-
Daily Detail,5/6/2016,2016,5,Fri,34.18,34,35.34,340852,-23509,-6.9,36.53,-2.36,-,-,-,-,-
Daily Detail,5/7/2016,2016,5,Sat,34.16,34,35.34,388188,-26457,-6.82,36.49,-2.33,-,-,-,-,-
Daily Detail,5/8/2016,2016,5,Sun,34.16,34,35.34,139179,-9552,-6.86,36.51,-2.34,-,-,-,-,-
Daily Detail,5/9/2016,2016,5,Mon,42.05,42,35.34,66400,8658,13.04,36.57,5.48,-,-,-,-,-
Daily Detail,5/10/2016,2016,5,Tue,42.05,42,35.34,42724,5611,13.13,36.53,5.52,-,-,-,-,-
Daily Detail,5/11/2016,2016,5,Wed,42.08,42,35.34,35014,4620,13.19,36.53,5.55,-,-,-,-,-
Daily Detail,5/12/2016,2016,5,Thu,42.06,42,35.34,27210,3640,13.38,36.43,5.63,-,-,-,-,-
Daily Detail,5/13/2016,2016,5,Fri,42.07,42,35.34,79840,10761,13.48,36.4,5.67,-,-,-,-,-
Daily Detail,5/14/2016,2016,5,Sat,42.06,42,35.34,82484,11058,13.41,36.42,5.64,-,-,-,-,-
Daily Detail,5/15/2016,2016,5,Sun,42.07,42,35.34,51497,6885,13.37,36.45,5.63,-,-,-,-,-
Daily Detail,5/16/2016,2016,5,Mon,42.07,42,35.34,42872,5733,13.37,36.45,5.63,-,-,-,-,-
Daily Detail,5/17/2016,2016,5,Tue,42.05,42,35.34,39105,5215,13.34,36.44,5.61,-,-,-,-,-
Daily Detail,5/18/2016,2016,5,Wed,42.06,42,35.34,34407,4523,13.15,36.53,5.53,-,-,-,-,-
Daily Detail,5/19/2016,2016,5,Thu,42.05,42,35.34,39404,5174,13.13,36.53,5.52,-,-,-,-,-
Daily Detail,5/20/2016,2016,5,Fri,42.06,42,35.34,96831,12905,13.33,36.46,5.61,-,-,-,-,-
Daily Detail,5/21/2016,2016,5,Sat,42.06,42,35.34,99380,13200,13.28,36.47,5.59,-,-,-,-,-
Daily Detail,5/22/2016,2016,5,Sun,42.06,42,35.34,61656,8192,13.29,36.47,5.59,-,-,-,-,-
Daily Detail,5/23/2016,2016,5,Mon,42.07,42,35.34,69164,9216,13.32,36.46,5.61,-,-,-,-,-
Daily Detail,5/24/2016,2016,5,Tue,35.08,35,35.34,113113,-4302,-3.8,36.42,-1.33,-,-,-,-,-
Daily Detail,5/25/2016,2016,5,Wed,34.32,34,35.34,253686,-15289,-6.03,36.39,-2.07,-,-,-,-,-
Daily Detail,5/26/2016,2016,5,Thu,34.26,34,35.34,210305,-12984,-6.17,36.38,-2.12,-,-,-,-,-
Daily Detail,5/27/2016,2016,5,Fri,34.27,34,35.34,364087,-22413,-6.16,36.38,-2.11,-,-,-,-,-
Daily Detail,5/28/2016,2016,5,Sat,34.3,34,35.34,397480,-24194,-6.09,36.38,-2.09,-,-,-,-,-
Daily Detail,5/29/2016,2016,5,Sun,34.24,34,35.34,204028,-12749,-6.25,36.38,-2.14,-,-,-,-,-
Daily Detail,5/30/2016,2016,5,Mon,34.23,34,35.34,172798,-10918,-6.32,36.39,-2.16,-,-,-,-,-
Daily Detail,5/31/2016,2016,5,Tue,34.34,34,35.34,258971,-15415,-5.95,36.38,-2.04,-,-,-,-,-
Daily Detail,6/1/2016,2016,6,Wed,34.27,34,34.29,368790,-23134,-6.27,36.42,-2.15,-,-,-,-,-
Daily Detail,6/2/2016,2016,6,Thu,34.25,34,34.29,278071,-17477,-6.29,36.4,-2.15,-,-,-,-,-
Daily Detail,6/3/2016,2016,6,Fri,34.32,34,34.29,373959,-22365,-5.98,36.37,-2.05,-,-,-,-,-
Daily Detail,6/4/2016,2016,6,Sat,34.29,34,34.29,402057,-24409,-6.07,36.37,-2.08,-,-,-,-,-
Daily Detail,6/5/2016,2016,6,Sun,34.25,34,34.29,205719,-12689,-6.17,36.36,-2.11,-,-,-,-,-
Daily Detail,6/6/2016,2016,6,Mon,34.26,34,34.29,177627,-11003,-6.19,36.38,-2.12,-,-,-,-,-
Daily Detail,6/7/2016,2016,6,Tue,42.05,42,34.29,70442,9531,13.53,36.36,5.69,-,-,-,-,-
Daily Detail,6/8/2016,2016,6,Wed,34.19,34,34.29,162924,-10369,-6.36,36.37,-2.18,-,-,-,-,-
Daily Detail,6/9/2016,2016,6,Thu,35.1,35,34.29,138753,-5038,-3.63,36.38,-1.27,-,-,-,-,-
Daily Detail,6/10/2016,2016,6,Fri,35.11,35,34.29,252458,-9044,-3.58,36.37,-1.26,-,-,-,-,-
Daily Detail,6/11/2016,2016,6,Sat,34.27,34,34.29,293918,-17936,-6.1,36.36,-2.09,-,-,-,-,-
Daily Detail,6/12/2016,2016,6,Sun,35.09,35,34.29,138350,-4997,-3.61,36.35,-1.27,-,-,-,-,-
Daily Detail,6/13/2016,2016,6,Mon,35.09,35,34.29,130067,-4884,-3.75,36.4,-1.32,-,-,-,-,-
Daily Detail,6/14/2016,2016,6,Tue,35.09,35,34.29,107169,-4004,-3.74,36.4,-1.31,-,-,-,-,-
Daily Detail,6/15/2016,2016,6,Wed,34.25,34,34.29,224031,-13904,-6.21,36.38,-2.13,-,-,-,-,-
Daily Detail,6/16/2016,2016,6,Thu,35.12,35,34.29,201918,-7178,-3.55,36.37,-1.25,-,-,-,-,-
Daily Detail,6/17/2016,2016,6,Fri,35.09,35,34.29,329344,-11909,-3.62,36.36,-1.27,-,-,-,-,-
Daily Detail,6/18/2016,2016,6,Sat,34.25,34,34.29,308643,-19029,-6.17,36.36,-2.11,-,-,-,-,-
Daily Detail,6/19/2016,2016,6,Sun,35.1,35,34.29,134472,-4914,-3.65,36.38,-1.28,-,-,-,-,-
Daily Detail,6/20/2016,2016,6,Mon,35.1,35,34.29,143810,-5144,-3.58,36.36,-1.26,-,-,-,-,-
Daily Detail,6/21/2016,2016,6,Tue,35.12,35,34.29,123252,-4281,-3.47,36.34,-1.22,-,-,-,-,-
Daily Detail,6/22/2016,2016,6,Wed,42.04,42,34.29,40067,5508,13.75,36.26,5.78,-,-,-,-,-
Daily Detail,6/23/2016,2016,6,Thu,33.39,33,34.29,143753,-11907,-8.28,36.16,-2.77,-,-,-,-,-
Daily Detail,6/24/2016,2016,6,Fri,33.42,33,34.29,389904,-32469,-8.33,36.2,-2.78,-,-,-,-,-
Daily Detail,6/25/2016,2016,6,Sat,33.44,33,34.29,461281,-37629,-8.16,36.17,-2.73,-,-,-,-,-
Daily Detail,6/26/2016,2016,6,Sun,33.37,33,34.29,221579,-18871,-8.52,36.21,-2.84,-,-,-,-,-
Daily Detail,6/27/2016,2016,6,Mon,33.41,33,34.29,253702,-20724,-8.17,36.14,-2.73,-,-,-,-,-
Daily Detail,6/28/2016,2016,6,Tue,33.4,33,34.29,200616,-16489,-8.22,36.14,-2.74,-,-,-,-,-
Daily Detail,6/29/2016,2016,6,Wed,33.37,33,34.29,211701,-17323,-8.18,36.1,-2.73,-,-,-,-,-
Daily Detail,6/30/2016,2016,6,Thu,33.34,33,34.29,282758,-23136,-8.18,36.06,-2.73,-,-,-,-,-
Daily Detail,7/1/2016,2016,7,Fri,33.39,33,36.68,479010,-38732,-8.09,36.09,-2.7,-,-,-,-,-
Daily Detail,7/2/2016,2016,7,Sat,33.4,33,36.68,454543,-35944,-7.91,36.04,-2.64,-,-,-,-,-
Daily Detail,7/3/2016,2016,7,Sun,33.36,33,36.68,242185,-19350,-7.99,36.03,-2.67,-,-,-,-,-
Daily Detail,7/4/2016,2016,7,Mon,33.39,33,36.68,281532,-22520,-8,36.06,-2.67,-,-,-,-,-
Daily Detail,7/5/2016,2016,7,Tue,33.35,33,36.68,219363,-17663,-8.05,36.04,-2.69,-,-,-,-,-
Daily Detail,7/6/2016,2016,7,Wed,33.45,33,36.68,204006,-15717,-7.7,36.03,-2.58,-,-,-,-,-
Daily Detail,7/7/2016,2016,7,Thu,42.07,42,36.68,69579,9980,14.34,36.03,6.03,-,-,-,-,-
Daily Detail,7/8/2016,2016,7,Fri,42.06,42,36.68,87185,12530,14.37,36.01,6.04,-,-,-,-,-
Daily Detail,7/9/2016,2016,7,Sat,42.06,42,36.68,78700,11333,14.4,36.01,6.06,-,-,-,-,-
Daily Detail,7/10/2016,2016,7,Sun,42.08,42,36.68,39810,5718,14.36,36.04,6.04,-,-,-,-,-
Daily Detail,7/11/2016,2016,7,Mon,42.05,42,36.68,45839,6608,14.42,35.99,6.06,-,-,-,-,-
Daily Detail,7/12/2016,2016,7,Tue,42.07,42,36.68,36852,5278,14.32,36.04,6.03,-,-,-,-,-
Daily Detail,7/13/2016,2016,7,Wed,42.06,42,36.68,33226,4737,14.26,36.06,6,-,-,-,-,-
Daily Detail,7/14/2016,2016,7,Thu,42.08,42,36.68,30423,4369,14.36,36.04,6.04,-,-,-,-,-
Daily Detail,7/15/2016,2016,7,Fri,42.07,42,36.68,80346,11558,14.39,36.01,6.05,-,-,-,-,-
Daily Detail,7/16/2016,2016,7,Sat,42.06,42,36.68,95297,13641,14.31,36.04,6.02,-,-,-,-,-
Daily Detail,7/17/2016,2016,7,Sun,42.04,42,36.68,45324,6514,14.37,36,6.04,-,-,-,-,-
Daily Detail,7/18/2016,2016,7,Mon,42.06,42,36.68,51604,7381,14.3,36.04,6.02,-,-,-,-,-
Daily Detail,7/19/2016,2016,7,Tue,42.08,42,36.68,37870,5433,14.35,36.04,6.04,-,-,-,-,-
Daily Detail,7/20/2016,2016,7,Wed,42.05,42,36.68,42724,6117,14.32,36.03,6.02,-,-,-,-,-
Daily Detail,7/21/2016,2016,7,Thu,42.07,42,36.68,35170,5037,14.32,36.04,6.03,-,-,-,-,-
Daily Detail,7/22/2016,2016,7,Fri,42.06,42,36.68,61148,8764,14.33,36.03,6.03,-,-,-,-,-
Daily Detail,7/23/2016,2016,7,Sat,42.06,42,36.68,77172,11058,14.33,36.03,6.03,-,-,-,-,-
Daily Detail,7/24/2016,2016,7,Sun,42.06,42,36.68,40881,5862,14.34,36.03,6.03,-,-,-,-,-
Daily Detail,7/25/2016,2016,7,Mon,42.08,42,36.68,43086,6199,14.39,36.02,6.05,-,-,-,-,-
Daily Detail,7/26/2016,2016,7,Tue,42.05,42,36.68,43895,6290,14.33,36.02,6.02,-,-,-,-,-
Daily Detail,7/27/2016,2016,7,Wed,42.07,42,36.68,67781,9585,14.14,36.12,5.95,-,-,-,-,-
Daily Detail,7/28/2016,2016,7,Thu,42.06,42,36.68,51908,7363,14.18,36.1,5.97,-,-,-,-,-
Daily Detail,7/29/2016,2016,7,Fri,42.06,42,36.68,93509,13162,14.08,36.14,5.92,-,-,-,-,-
Daily Detail,7/30/2016,2016,7,Sat,42.06,42,36.68,95344,13470,14.13,36.12,5.94,-,-,-,-,-
Daily Detail,7/31/2016,2016,7,Sun,42.06,42,36.68,59515,8370,14.06,36.14,5.92,-,-,-,-,-
Daily Detail,8/1/2016,2016,8,Mon,42.08,42,35.13,65134,9188,14.11,36.14,5.94,-,-,-,-,-
Daily Detail,8/2/2016,2016,8,Tue,42.07,42,35.13,70641,10011,14.17,36.11,5.96,-,-,-,-,-
Daily Detail,8/3/2016,2016,8,Wed,42.05,42,35.13,48442,6831,14.1,36.12,5.93,-,-,-,-,-
Daily Detail,8/4/2016,2016,8,Thu,42.04,42,35.13,46291,6508,14.06,36.13,5.91,-,-,-,-,-
Daily Detail,8/5/2016,2016,8,Fri,42.07,42,35.13,73453,10067,13.71,36.3,5.77,-,-,-,-,-
Daily Detail,8/6/2016,2016,8,Sat,42.06,42,35.13,71509,10008,14,36.18,5.89,-,-,-,-,-
Daily Detail,8/7/2016,2016,8,Sun,42.05,42,35.13,30066,4194,13.95,36.18,5.87,-,-,-,-,-
Daily Detail,8/8/2016,2016,8,Mon,42.06,42,35.13,37727,5237,13.88,36.22,5.84,-,-,-,-,-
Daily Detail,8/9/2016,2016,8,Tue,42.06,42,35.13,30832,4255,13.8,36.26,5.8,-,-,-,-,-
Daily Detail,8/10/2016,2016,8,Wed,34.29,34,35.13,146811,-8325,-5.67,36.23,-1.94,-,-,-,-,-
Daily Detail,8/11/2016,2016,8,Thu,34.83,35,35.13,99867,-3960,-3.97,36.21,-1.38,-,-,-,-,-
Daily Detail,8/12/2016,2016,8,Fri,34.64,35,35.13,210665,-9714,-4.61,36.23,-1.6,-,-,-,-,-
Daily Detail,8/13/2016,2016,8,Sat,34.26,34,35.13,266271,-15387,-5.78,36.24,-1.98,-,-,-,-,-
Daily Detail,8/14/2016,2016,8,Sun,34.42,34,35.13,123084,-6518,-5.3,36.24,-1.82,-,-,-,-,-
Daily Detail,8/15/2016,2016,8,Mon,35,35,35.13,162728,-5852,-3.6,36.26,-1.26,-,-,-,-,-
Daily Detail,8/16/2016,2016,8,Tue,34.74,35,35.13,114709,-5049,-4.4,36.27,-1.53,-,-,-,-,-
Daily Detail,8/17/2016,2016,8,Wed,34.59,35,35.13,122319,-5979,-4.89,36.28,-1.69,-,-,-,-,-
Daily Detail,8/18/2016,2016,8,Thu,34.61,35,35.13,112010,-5364,-4.79,36.27,-1.66,-,-,-,-,-
Daily Detail,8/19/2016,2016,8,Fri,34.59,35,35.13,229861,-11229,-4.89,36.28,-1.69,-,-,-,-,-
Daily Detail,8/20/2016,2016,8,Sat,34.62,35,35.13,249981,-12164,-4.87,36.31,-1.68,-,-,-,-,-
Daily Detail,8/21/2016,2016,8,Sun,34.48,34,35.13,136480,-7254,-5.32,36.31,-1.83,-,-,-,-,-
Daily Detail,8/22/2016,2016,8,Mon,34.69,35,35.13,127370,-5980,-4.69,36.32,-1.63,-,-,-,-,-
Daily Detail,8/23/2016,2016,8,Tue,42.07,42,35.13,43538,5889,13.53,36.38,5.69,-,-,-,-,-
Daily Detail,8/24/2016,2016,8,Wed,33.93,34,35.13,120407,-7292,-6.06,35.98,-2.05,-,-,-,-,-
Daily Detail,8/25/2016,2016,8,Thu,34.06,34,35.13,226376,-14054,-6.21,36.17,-2.11,-,-,-,-,-
Daily Detail,8/26/2016,2016,8,Fri,34.1,34,35.13,337900,-20872,-6.18,36.21,-2.11,-,-,-,-,-
Daily Detail,8/27/2016,2016,8,Sat,34.16,34,35.13,355070,-21686,-6.11,36.25,-2.09,-,-,-,-,-
Daily Detail,8/28/2016,2016,8,Sun,34.15,34,35.13,153894,-9507,-6.18,36.25,-2.11,-,-,-,-,-
Daily Detail,8/29/2016,2016,8,Mon,34.17,34,35.13,159626,-9853,-6.17,36.28,-2.11,-,-,-,-,-
Daily Detail,8/30/2016,2016,8,Tue,34.14,34,35.13,133962,-8338,-6.22,36.26,-2.12,-,-,-,-,-
Daily Detail,8/31/2016,2016,8,Wed,34.16,34,35.13,236305,-14267,-6.04,36.22,-2.06,-,-,-,-,-
Daily Detail,9/1/2016,2016,9,Thu,34.14,34,36.76,313492,-19539,-6.23,36.27,-2.13,-,-,-,-,-
Daily Detail,9/2/2016,2016,9,Fri,34.2,34,36.76,370355,-22138,-5.98,36.24,-2.04,-,-,-,-,-
Daily Detail,9/3/2016,2016,9,Sat,34.18,34,36.76,369091,-22752,-6.16,36.28,-2.11,-,-,-,-,-
Daily Detail,9/4/2016,2016,9,Sun,34.16,34,36.76,209026,-13138,-6.29,36.31,-2.15,-,-,-,-,-
Daily Detail,9/5/2016,2016,9,Mon,34.13,34,36.76,228177,-14413,-6.32,36.29,-2.16,-,-,-,-,-
Daily Detail,9/6/2016,2016,9,Tue,34.19,34,36.76,154495,-9614,-6.22,36.32,-2.13,-,-,-,-,-
Daily Detail,9/7/2016,2016,9,Wed,42.07,42,36.76,50736,6906,13.61,36.34,5.73,-,-,-,-,-
Daily Detail,9/8/2016,2016,9,Thu,42.07,42,36.76,43292,5900,13.63,36.34,5.73,-,-,-,-,-
Daily Detail,9/9/2016,2016,9,Fri,40.34,40,36.76,77336,7724,9.99,36.31,4.03,-,-,-,-,-
Daily Detail,9/10/2016,2016,9,Sat,40.36,40,36.76,85070,8478,9.97,36.33,4.02,-,-,-,-,-
Daily Detail,9/11/2016,2016,9,Sun,40.32,40,36.76,48832,4818,9.87,36.35,3.98,-,-,-,-,-
Daily Detail,9/12/2016,2016,9,Mon,40.34,40,36.76,52075,5191,9.97,36.32,4.02,-,-,-,-,-
Daily Detail,9/13/2016,2016,9,Tue,40.3,40,36.76,30425,3026,9.95,36.29,4.01,-,-,-,-,-
Daily Detail,9/14/2016,2016,9,Wed,40.34,40,36.76,20495,2120,10.34,36.17,4.17,-,-,-,-,-
Daily Detail,9/15/2016,2016,9,Thu,40.34,40,36.76,40742,4277,10.5,36.1,4.23,-,-,-,-,-
Daily Detail,9/16/2016,2016,9,Fri,40.31,40,36.76,69865,7320,10.48,36.09,4.22,-,-,-,-,-
Daily Detail,9/17/2016,2016,9,Sat,40.34,40,36.76,100121,10549,10.54,36.09,4.25,-,-,-,-,-
Daily Detail,9/18/2016,2016,9,Sun,40.34,40,36.76,49825,5231,10.5,36.11,4.24,-,-,-,-,-
Daily Detail,9/19/2016,2016,9,Mon,40.32,40,36.76,46566,4906,10.54,36.07,4.25,-,-,-,-,-
Daily Detail,9/20/2016,2016,9,Tue,40.34,40,36.76,37924,3893,10.27,36.2,4.14,-,-,-,-,-
